DrugName,ActiveIngredient,
LO LOESTRIN FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
MICROGESTIN FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
MICROGESTIN 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
MICROGESTIN FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
MICROGESTIN 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
JUNEL FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
JUNEL FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
TRI-LEGEST FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
JUNEL 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
JUNEL 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
TRI-LEGEST 21,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
GILDESS FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
GILDESS 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
GILDESS FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
GILDESS 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
GILDESS 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
BLISOVI 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LARIN FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LARIN FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
BLISOVI FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
BLISOVI FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
CHABELINA FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LARIN 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LARIN 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LARIN 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LERIBANE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
MINASTRIN 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
FYAVOLV,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
TAYTULLA,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LO MINASTRIN FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
HAILEY 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
MIBELAS 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
HAILEY FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
AUROVELA 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
AUROVELA FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
AUROVELA 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
AUROVELA FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
AUROVELA 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
LO LARIN FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
HAILEY FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
HAILEY 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
FINZALA,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
MERZEE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
GEMMILY,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
OSHIH,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
FEMLYV,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,
ORTHO CYCLEN-21,ETHINYL ESTRADIOL; NORGESTIMATE,
ORTHO CYCLEN-28,ETHINYL ESTRADIOL; NORGESTIMATE,
ORTHO TRI-CYCLEN,ETHINYL ESTRADIOL; NORGESTIMATE,
ORTHO TRI-CYCLEN LO,ETHINYL ESTRADIOL; NORGESTIMATE,
ORTHO TRI-CYCLEN 21,ETHINYL ESTRADIOL; NORGESTIMATE,
ORTHO TRI-CYCLEN 28,ETHINYL ESTRADIOL; NORGESTIMATE,
SPRINTEC,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-SPRINTEC,ETHINYL ESTRADIOL; NORGESTIMATE,
PREVIFEM,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-PREVIFEM,ETHINYL ESTRADIOL; NORGESTIMATE,
NORGESTIMATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI LO SPRINTEC,ETHINYL ESTRADIOL; NORGESTIMATE,
MONO-LINYAH,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-LINYAH,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-LO-LINYAH,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-ESTARYLLA,ETHINYL ESTRADIOL; NORGESTIMATE,
ESTARYLLA,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-LO-ESTARYLLA,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-MILI,ETHINYL ESTRADIOL; NORGESTIMATE,
MILI,ETHINYL ESTRADIOL; NORGESTIMATE,
TRI-LO-MILI,ETHINYL ESTRADIOL; NORGESTIMATE,
OVRAL,ETHINYL ESTRADIOL; NORGESTREL,
OVRAL-28,ETHINYL ESTRADIOL; NORGESTREL,
LO/OVRAL,ETHINYL ESTRADIOL; NORGESTREL,
LO/OVRAL-28,ETHINYL ESTRADIOL; NORGESTREL,
LOW-OGESTREL-21,ETHINYL ESTRADIOL; NORGESTREL,
LOW-OGESTREL-28,ETHINYL ESTRADIOL; NORGESTREL,
OGESTREL 0.5/50-21,ETHINYL ESTRADIOL; NORGESTREL,
OGESTREL 0.5/50-28,ETHINYL ESTRADIOL; NORGESTREL,
CRYSELLE,ETHINYL ESTRADIOL; NORGESTREL,
ELINEST,ETHINYL ESTRADIOL; NORGESTREL,
NORGESTREL AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORGESTREL,
TURQOZ,ETHINYL ESTRADIOL; NORGESTREL,
ANNOVERA,ETHINYL ESTRADIOL; SEGESTERONE ACETATE,
NORMINEST FE,ETHINYL ESTRADIOL;NORETHINDRONE; FERROUS FUMARATE,
LIPIODOL,ETHIODIZED OIL,
TRECATOR,ETHIONAMIDE,
PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE,
ZARONTIN,ETHOSUXIMIDE,
ETHOSUXIMIDE,ETHOSUXIMIDE,
PEGANONE,ETHOTOIN,
CARDRASE,ETHOXZOLAMIDE,
ETHAMIDE,ETHOXZOLAMIDE,
MAXIBOLIN,ETHYLESTRENOL,
OVULEN,ETHYNODIOL DIACETATE; MESTRANOL,
OVULEN-21,ETHYNODIOL DIACETATE; MESTRANOL,
OVULEN-28,ETHYNODIOL DIACETATE; MESTRANOL,
DURANEST,ETIDOCAINE HYDROCHLORIDE,
DIDRONEL,ETIDRONATE DISODIUM,
ETIDRONATE DISODIUM,ETIDRONATE DISODIUM,
LODINE,ETODOLAC,
LODINE XL,ETODOLAC,
ETODOLAC,ETODOLAC,
AMIDATE,ETOMIDATE,
ETOMIDATE,ETOMIDATE,
IMPLANON,ETONOGESTREL,
NEXPLANON,ETONOGESTREL,
VEPESID,ETOPOSIDE,
TOPOSAR,ETOPOSIDE,
ETOPOSIDE,ETOPOSIDE,
ETOPOPHOS PRESERVATIVE FREE,ETOPOSIDE PHOSPHATE,
VELSIPITY,ETRASIMOD ARGININE,
INTELENCE,ETRAVIRINE,
ETRAVIRINE,ETRAVIRINE,
TEGISON,ETRETINATE,
EVANS BLUE,EVANS BLUE,
ZORTRESS,EVEROLIMUS,
AFINITOR,EVEROLIMUS,
AFINITOR DISPERZ,EVEROLIMUS,
EVEROLIMUS,EVEROLIMUS,
EVKEEZA,EVINACUMAB-DGNB,
REPATHA,EVOLOCUMAB,
AROMASIN,EXEMESTANE,
EXEMESTANE,EXEMESTANE,
BYETTA,EXENATIDE SYNTHETIC,
BYDUREON,EXENATIDE SYNTHETIC,
BYDUREON PEN,EXENATIDE SYNTHETIC,
EXENATIDE SYNTHETIC,EXENATIDE SYNTHETIC,
BYDUREON BCISE,EXENATIDE SYNTHETIC,
ZETIA,EZETIMIBE,
EZETIMIBE,EZETIMIBE,
ROSZET,EZETIMIBE; ROSUVASTATIN CALCIUM,
VYTORIN,EZETIMIBE; SIMVASTATIN,
EZETIMIBE AND SIMVASTATIN,EZETIMIBE; SIMVASTATIN,
POTIGA,EZOGABINE,
ENHERTU,FAM-TRASTUZUMAB DERUXTECAN-NXKI,
FAMVIR,FAMCICLOVIR,
FAMCICLOVIR,FAMCICLOVIR,
PEPCID,FAMOTIDINE,
PEPCID PRESERVATIVE FREE,FAMOTIDINE,
PEPCID PRESERVATIVE FREE IN PLASTIC CONTAINER,FAMOTIDINE,
PEPCID AC,FAMOTIDINE,
PEPCID RPD,FAMOTIDINE,
FLUXID,FAMOTIDINE,
FAMOTIDINE,FAMOTIDINE,
FAMOTIDINE PRESERVATIVE FREE,FAMOTIDINE,
FAMOTIDINE PRESERVATIVE FREE IN PLASTIC CONTAINER,FAMOTIDINE,
FAMOTIDINE PRESERVATIVE FREE (PHARMACY BULK),FAMOTIDINE,
DUEXIS,FAMOTIDINE; IBUPROFEN,
FAMOTIDINE; IBUPROFEN,FAMOTIDINE; IBUPROFEN,
IBUPROFEN AND FAMOTIDINE,FAMOTIDINE; IBUPROFEN,
FAMOTIDINE AND IBUPROFEN,FAMOTIDINE; IBUPROFEN,
VABYSMO,FARICIMAB-SVOA,
ULORIC,FEBUXOSTAT,
FEBUXOSTAT,FEBUXOSTAT,
INREBIC,FEDRATINIB HYDROCHLORIDE,
FELBATOL,FELBAMATE,
FELBAMATE,FELBAMATE,
PLENDIL,FELODIPINE,
FELODIPINE,FELODIPINE,
FENFLURAMINE,FENFLURAMINE,
FINTEPLA,FENFLURAMINE HYDROCHLORIDE,
LIPIDIL,FENOFIBRATE,
TRICOR (MICRONIZED),FENOFIBRATE,
TRICOR,FENOFIBRATE,
TRIGLIDE,FENOFIBRATE,
LIPOFEN,FENOFIBRATE,
ANTARA (MICRONIZED),FENOFIBRATE,
FENOGLIDE,FENOFIBRATE,
FENOFIBRATE (MICRONIZED),FENOFIBRATE,
FENOFIBRATE,FENOFIBRATE,
FIBRICOR,FENOFIBRIC ACID,
CORLOPAM,FENOLDOPAM MESYLATE,
FENOLDOPAM MESYLATE,FENOLDOPAM MESYLATE,
NALFON,FENOPROFEN CALCIUM,
FENOPROFEN CALCIUM,FENOPROFEN CALCIUM,
DURAGESIC-100,FENTANYL,
DURAGESIC-75,FENTANYL,
DURAGESIC-50,FENTANYL,
DURAGESIC-25,FENTANYL,
DURAGESIC-12,FENTANYL,
DURAGESIC-37,FENTANYL,
FENTANYL-25,FENTANYL,
FENTANYL-50,FENTANYL,
FENTANYL-75,FENTANYL,
FENTANYL-100,FENTANYL,
FENTANYL-12,FENTANYL,
FENTANYL-37,FENTANYL,
FENTANYL-62,FENTANYL,
FENTANYL-87,FENTANYL,
FENTANYL,FENTANYL,
SUBSYS,FENTANYL,
SUBLIMAZE PRESERVATIVE FREE,FENTANYL CITRATE,
FENTANYL CITRATE,FENTANYL CITRATE,
FENTANYL,FENTANYL CITRATE,
ACTIQ,FENTANYL CITRATE,
FENTORA,FENTANYL CITRATE,
ONSOLIS,FENTANYL CITRATE,
ABSTRAL,FENTANYL CITRATE,
LAZANDA,FENTANYL CITRATE,
FENTANYL CITRATE PRESERVATIVE FREE,FENTANYL CITRATE,
IONSYS,FENTANYL HYDROCHLORIDE,
FERRISELTZ,FERRIC AMMONIUM CITRATE,
INJECTAFER,FERRIC CARBOXYMALTOSE,
AURYXIA,FERRIC CITRATE,
MONOFERRIC,FERRIC DERISOMALTOSE,
RADIOGARDASE (PRUSSIAN BLUE),FERRIC HEXACYANOFERRATE(II),
ACCRUFER,FERRIC MALTOL,
IRON DEXTRAN,FERRIC OXYHYDROXIDE,
INFED,FERRIC OXYHYDROXIDE,
PROFERDEX,FERRIC OXYHYDROXIDE,
FERRLECIT,FERRIC OXYHYDROXIDE,
VENOFER,FERRIC OXYHYDROXIDE,
DEXFERRUM,FERRIC OXYHYDROXIDE,
SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE,FERRIC OXYHYDROXIDE,
VELPHORO,FERRIC OXYHYDROXIDE,
TRIFERIC,FERRIC PYROPHOSPHATE CITRATE,
TRIFERIC AVNU,FERRIC PYROPHOSPHATE CITRATE,
FERROUS CITRATE FE 59,"FERROUS CITRATE, FE-59",
FERROUS FUMARATE,FERROUS FUMARATE,
FOLVRON,FERROUS SULFATE; FOLIC ACID,
FERIDEX I.V.,FERUMOXIDES,
GASTROMARK,FERUMOXSIL,
FERAHEME,FERUMOXYTOL,
FERUMOXYTOL,FERUMOXYTOL,
TOVIAZ,FESOTERODINE FUMARATE,
FESOTERODINE FUMARATE,FESOTERODINE FUMARATE,
FEXINIDAZOLE,FEXINIDAZOLE,
ALLEGRA,FEXOFENADINE HYDROCHLORIDE,
CHILDREN'S ALLEGRA ALLERGY,FEXOFENADINE HYDROCHLORIDE,
CHILDREN'S ALLEGRA HIVES,FEXOFENADINE HYDROCHLORIDE,
ALLEGRA ALLERGY,FEXOFENADINE HYDROCHLORIDE,
ALLEGRA HIVES,FEXOFENADINE HYDROCHLORIDE,
FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE,
CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY,FEXOFENADINE HYDROCHLORIDE,
CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES,FEXOFENADINE HYDROCHLORIDE,
FEXOFENADINE HYDROCHLORIDE ALLERGY,FEXOFENADINE HYDROCHLORIDE,
FEXOFENADINE HYDROCHLORIDE HIVES,FEXOFENADINE HYDROCHLORIDE,
ALLEGRA-D 12 HOUR ALLERGY AND CONGESTION,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,
ALLEGRA-D 24 HOUR ALLERGY AND CONGESTION,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,
FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,
FEXOFENADINE HCL; PSEUDOEPHEDRINE HCL,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,
FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,
VEOZAH,FEZOLINETANT,
DIFICID,FIDAXOMICIN,
FIDAXOMICIN,FIDAXOMICIN,
NEUPOGEN,FILGRASTIM,
NIVESTYM,FILGRASTIM-AAFI,
RELEUKO,FILGRASTIM-AYOW,
ZARXIO,FILGRASTIM-SNDZ,
NYPOZI,FILGRASTIM-TXID,
XTORO,FINAFLOXACIN,
PROSCAR,FINASTERIDE,
PROPECIA,FINASTERIDE,
FINASTERIDE,FINASTERIDE,
ENTADFI,FINASTERIDE; TADALAFIL,
FINASTERIDE AND TADALAFIL,FINASTERIDE; TADALAFIL,
KERENDIA,FINERENONE,
FINGOLIMOD,FINGOLIMOD,
GILENYA,FINGOLIMOD HYDROCHLORIDE,
FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE,
TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,
OMEGAVEN,FISH OIL TRIGLYCERIDES,
SMOFLIPID 20%,FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL,
URISPAS,FLAVOXATE HYDROCHLORIDE,
FLAVOXATE HYDROCHLORIDE,FLAVOXATE HYDROCHLORIDE,
TAMBOCOR,FLECAINIDE ACETATE,
FLECAINIDE ACETATE,FLECAINIDE ACETATE,
ADDYI,FLIBANSERIN,
NEURACEQ,FLORBETABEN F-18,
AMYVID,FLORBETAPIR F-18,
TAUVID,FLORTAUCIPIR F-18,
POSLUMA,FLOTUFOLASTAT F-18 GALLIUM,
FUDR,FLOXURIDINE,
FLOXURIDINE,FLOXURIDINE,
AXUMIN,FLUCICLOVINE F-18,
DIFLUCAN,FLUCONAZOLE,
DIFLUCAN IN SODIUM CHLORIDE 0.9%,FLUCONAZOLE,
DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FLUCONAZOLE,
DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER,FLUCONAZOLE,
FLUCONAZOLE,FLUCONAZOLE,
FLUCONAZOLE IN SODIUM CHLORIDE 0.9%,FLUCONAZOLE,
FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FLUCONAZOLE,
FLUCONAZOLE IN DEXTROSE 5% IN PLASTIC CONTAINER,FLUCONAZOLE,
ANCOBON,FLUCYTOSINE,
FLUCYTOSINE,FLUCYTOSINE,
FLUDARA,FLUDARABINE PHOSPHATE,
FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE,
OFORTA,FLUDARABINE PHOSPHATE,
FLUDEOXYGLUCOSE F18,FLUDEOXYGLUCOSE F-18,
FLORINEF,FLUDROCORTISONE ACETATE,
FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,
ROMAZICON,FLUMAZENIL,
FLUMAZENIL,FLUMAZENIL,
LOCORTEN,FLUMETHASONE PIVALATE,
NASALIDE,FLUNISOLIDE,
AEROBID,FLUNISOLIDE,
NASAREL,FLUNISOLIDE,
AEROSPAN HFA,FLUNISOLIDE,
FLUNISOLIDE,FLUNISOLIDE,
SYNALAR,FLUOCINOLONE ACETONIDE,
SYNALAR-HP,FLUOCINOLONE ACETONIDE,
DERMA-SMOOTHE/FS,FLUOCINOLONE ACETONIDE,
DERMOTIC,FLUOCINOLONE ACETONIDE,
CAPEX,FLUOCINOLONE ACETONIDE,
RETISERT,FLUOCINOLONE ACETONIDE,
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,
FLUONID,FLUOCINOLONE ACETONIDE,
FLUOTREX,FLUOCINOLONE ACETONIDE,
FLUOCET,FLUOCINOLONE ACETONIDE,
ILUVIEN,FLUOCINOLONE ACETONIDE,
YUTIQ,FLUOCINOLONE ACETONIDE,
FLUOCINONIDE ACETONIDE,FLUOCINOLONE ACETONIDE,
FLUCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,
FLAC,FLUOCINOLONE ACETONIDE,
TRI-LUMA,FLUOCINOLONE ACETONIDE; HYDROQUINONE; TRETINOIN,
NEO-SYNALAR,FLUOCINOLONE ACETONIDE; NEOMYCIN SULFATE,
LIDEX,FLUOCINONIDE,
LIDEX-E,FLUOCINONIDE,
FLUOCINONIDE,FLUOCINONIDE,
VANOS,FLUOCINONIDE,
FLUOCINONIDE EMULSIFIED BASE,FLUOCINONIDE,
FUNDUSCEIN-25,FLUORESCEIN SODIUM,
FLUORESCITE,FLUORESCEIN SODIUM,
AK-FLUOR 10%,FLUORESCEIN SODIUM,
AK-FLUOR 25%,FLUORESCEIN SODIUM,
FLUORESCEIN SODIUM,FLUORESCEIN SODIUM,
FLUORODOPA F18,FLUORODOPA F-18,
CERIANNA,FLUOROESTRADIOL F-18,
OXYLONE,FLUOROMETHOLONE,
FML,FLUOROMETHOLONE,
FML FORTE,FLUOROMETHOLONE,
FLUOR-OP,FLUOROMETHOLONE,
FLUOROMETHOLONE,FLUOROMETHOLONE,
FLAREX,FLUOROMETHOLONE ACETATE,
TOBRASONE,FLUOROMETHOLONE ACETATE; TOBRAMYCIN,
FML-S,FLUOROMETHOLONE; SULFACETAMIDE SODIUM,
FLUOROURACIL,FLUOROURACIL,
FLUOROPLEX,FLUOROURACIL,
EFUDEX,FLUOROURACIL,
ADRUCIL,FLUOROURACIL,
CARAC,FLUOROURACIL,
TOLAK,FLUOROURACIL,
PROZAC,FLUOXETINE HYDROCHLORIDE,
SARAFEM,FLUOXETINE HYDROCHLORIDE,
PROZAC WEEKLY,FLUOXETINE HYDROCHLORIDE,
FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,
FLUOXETINE,FLUOXETINE HYDROCHLORIDE,
SELFEMRA,FLUOXETINE HYDROCHLORIDE,
SYMBYAX,FLUOXETINE HYDROCHLORIDE; OLANZAPINE,
OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE; OLANZAPINE,
HALOTESTIN,FLUOXYMESTERONE,
ORA-TESTRYL,FLUOXYMESTERONE,
ANDROID-F,FLUOXYMESTERONE,
FLUOXYMESTERONE,FLUOXYMESTERONE,
PROLIXIN DECANOATE,FLUPHENAZINE DECANOATE,
FLUPHENAZINE,FLUPHENAZINE DECANOATE,
FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,
PROLIXIN ENANTHATE,FLUPHENAZINE ENANTHATE,
PROLIXIN,FLUPHENAZINE HYDROCHLORIDE,
PERMITIL,FLUPHENAZINE HYDROCHLORIDE,
FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,
FLUPHENAZINE HCL,FLUPHENAZINE HYDROCHLORIDE,
ALPHADROL,FLUPREDNISOLONE,
CORDRAN,FLURANDRENOLIDE,
CORDRAN SP,FLURANDRENOLIDE,
FLURANDRENOLIDE,FLURANDRENOLIDE,
CORDRAN N,FLURANDRENOLIDE; NEOMYCIN SULFATE,
DALMANE,FLURAZEPAM HYDROCHLORIDE,
FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE,
ANSAID,FLURBIPROFEN,
FLURBIPROFEN,FLURBIPROFEN,
OCUFEN,FLURBIPROFEN SODIUM,
FLURBIPROFEN SODIUM,FLURBIPROFEN SODIUM,
FLYRCADO,FLURPIRIDAZ F-18,
EULEXIN,FLUTAMIDE,
FLUTAMIDE,FLUTAMIDE,
VIZAMYL,FLUTEMETAMOL F-18,
FLONASE SENSIMIST ALLERGY RELIEF,FLUTICASONE FUROATE,
ARNUITY ELLIPTA,FLUTICASONE FUROATE,
TRELEGY ELLIPTA,FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE,
BREO ELLIPTA,FLUTICASONE FUROATE; VILANTEROL TRIFENATATE,
CUTIVATE,FLUTICASONE PROPIONATE,
FLONASE,FLUTICASONE PROPIONATE,
FLOVENT,FLUTICASONE PROPIONATE,
FLOVENT DISKUS 50,FLUTICASONE PROPIONATE,
FLOVENT DISKUS 100,FLUTICASONE PROPIONATE,
FLOVENT DISKUS 250,FLUTICASONE PROPIONATE,
FLOVENT HFA,FLUTICASONE PROPIONATE,
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,
FLONASE ALLERGY RELIEF,FLUTICASONE PROPIONATE,
ARMONAIR RESPICLICK,FLUTICASONE PROPIONATE,
ARMONAIR DIGIHALER,FLUTICASONE PROPIONATE,
XHANCE,FLUTICASONE PROPIONATE,
ADVAIR DISKUS 100/50,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
ADVAIR DISKUS 250/50,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
ADVAIR DISKUS 500/50,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
ADVAIR HFA,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
FLUTICASONE PROPIONATE AND SALMETEROL XINAFOATE,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
AIRDUO RESPICLICK,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
AIRDUO DIGIHALER,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
WIXELA INHUB,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,
LESCOL,FLUVASTATIN SODIUM,
LESCOL XL,FLUVASTATIN SODIUM,
FLUVASTATIN SODIUM,FLUVASTATIN SODIUM,
LUVOX,FLUVOXAMINE MALEATE,
LUVOX CR,FLUVOXAMINE MALEATE,
FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE,
FOLVITE,FOLIC ACID,
FOLIC ACID,FOLIC ACID,
FOLICET,FOLIC ACID,
GONAL-F,FOLLITROPIN ALFA/BETA,
FOLLISTIM,FOLLITROPIN ALFA/BETA,
FOLLISTIM AQ,FOLLITROPIN ALFA/BETA,
GONAL-F RFF REDI-JECT,FOLLITROPIN ALFA/BETA,
GONAL-F RFF,FOLLITROPIN ALFA/BETA,
ANTIZOL,FOMEPIZOLE,
FOMEPIZOLE,FOMEPIZOLE,
VITRAVENE PRESERVATIVE FREE,FOMIVIRSEN SODIUM,
ARIXTRA,FONDAPARINUX SODIUM,
FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,
FORADIL,FORMOTEROL FUMARATE,
FORADIL CERTIHALER,FORMOTEROL FUMARATE,
PERFOROMIST,FORMOTEROL FUMARATE,
FORMOTEROL FUMARATE,FORMOTEROL FUMARATE,
BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,
DULERA,FORMOTEROL FUMARATE; MOMETASONE FUROATE,
LEXIVA,FOSAMPRENAVIR CALCIUM,
FOSAMPRENAVIR CALCIUM,FOSAMPRENAVIR CALCIUM,
EMEND,FOSAPREPITANT DIMEGLUMINE,
FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,
FOCINVEZ,FOSAPREPITANT DIMEGLUMINE,
VYALEV,FOSCARBIDOPA; FOSLEVODOPA,
FOSCAVIR,FOSCARNET SODIUM,
FOSCARNET SODIUM,FOSCARNET SODIUM,
NULIBRY,FOSDENOPTERIN HYDROBROMIDE,
MONUROL,FOSFOMYCIN TROMETHAMINE,
FOSFOMYCIN TROMETHAMINE,FOSFOMYCIN TROMETHAMINE,
MONOPRIL,FOSINOPRIL SODIUM,
FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,
MONOPRIL-HCT,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,
FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,
AKYNZEO,FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE,
CEREBYX,FOSPHENYTOIN SODIUM,
FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,
SESQUIENT,FOSPHENYTOIN SODIUM,
LUSEDRA,FOSPROPOFOL DISODIUM,
TAVALISSE,FOSTAMATINIB DISODIUM,
RUKOBIA,FOSTEMSAVIR TROMETHAMINE,
AJOVY,FREMANEZUMAB-VFRM,
FROVA,FROVATRIPTAN SUCCINATE,
FROVATRIPTAN SUCCINATE,FROVATRIPTAN SUCCINATE,
FRUZAQLA,FRUQUINTINIB,
FASLODEX,FULVESTRANT,
FULVESTRANT,FULVESTRANT,
FUROXONE,FURAZOLIDONE,
